city_1,city_2,paragraph_id,paragraph,article_id,title,NOUN,NOUN_clean,VERB,VERB_clean,ADJ,ADJ_clean
Hamburg,Oslo,402,"In January 1977, ABBA embarked on their first major tour. The group's status had changed dramatically and they were clearly regarded as superstars. They opened their much anticipated tour in Oslo, Norway, on 28 January, and mounted a lavishly produced spectacle that included a few scenes from their self-written mini-operetta ""The Girl with the Golden Hair"". The concert attracted immense media attention from across Europe and Australia. They continued the tour through Western Europe, visiting Gothenburg, Copenhagen, Berlin, Cologne, Amsterdam, Antwerp, Essen, Hanover, and Hamburg and ending with shows in the United Kingdom in Manchester, Birmingham, Glasgow and two sold-out concerts at London's Royal Albert Hall. Tickets for these two shows were available only by mail application and it was later revealed that the box-office received 3.5 million requests for tickets, enough to fill the venue 580 times. Along with praise (""ABBA turn out to be amazingly successful at reproducing their records"", wrote ""Creem""), there were complaints that ""ABBA performed slickly...but with a zero personality coming across from a total of 16 people on stage"" (""Melody Maker""). One of the Royal Albert Hall concerts was filmed as a reference for the filming of the Australian tour for what became """", though it is not exactly known how much of the concert was filmed.",880,ABBA,"['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']"
Hamburg,Gothenburg,403,"In January 1977, ABBA embarked on their first major tour. The group's status had changed dramatically and they were clearly regarded as superstars. They opened their much anticipated tour in Oslo, Norway, on 28 January, and mounted a lavishly produced spectacle that included a few scenes from their self-written mini-operetta ""The Girl with the Golden Hair"". The concert attracted immense media attention from across Europe and Australia. They continued the tour through Western Europe, visiting Gothenburg, Copenhagen, Berlin, Cologne, Amsterdam, Antwerp, Essen, Hanover, and Hamburg and ending with shows in the United Kingdom in Manchester, Birmingham, Glasgow and two sold-out concerts at London's Royal Albert Hall. Tickets for these two shows were available only by mail application and it was later revealed that the box-office received 3.5 million requests for tickets, enough to fill the venue 580 times. Along with praise (""ABBA turn out to be amazingly successful at reproducing their records"", wrote ""Creem""), there were complaints that ""ABBA performed slickly...but with a zero personality coming across from a total of 16 people on stage"" (""Melody Maker""). One of the Royal Albert Hall concerts was filmed as a reference for the filming of the Australian tour for what became """", though it is not exactly known how much of the concert was filmed.",880,ABBA,"['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']"
Cologne,London,404,"In January 1977, ABBA embarked on their first major tour. The group's status had changed dramatically and they were clearly regarded as superstars. They opened their much anticipated tour in Oslo, Norway, on 28 January, and mounted a lavishly produced spectacle that included a few scenes from their self-written mini-operetta ""The Girl with the Golden Hair"". The concert attracted immense media attention from across Europe and Australia. They continued the tour through Western Europe, visiting Gothenburg, Copenhagen, Berlin, Cologne, Amsterdam, Antwerp, Essen, Hanover, and Hamburg and ending with shows in the United Kingdom in Manchester, Birmingham, Glasgow and two sold-out concerts at London's Royal Albert Hall. Tickets for these two shows were available only by mail application and it was later revealed that the box-office received 3.5 million requests for tickets, enough to fill the venue 580 times. Along with praise (""ABBA turn out to be amazingly successful at reproducing their records"", wrote ""Creem""), there were complaints that ""ABBA performed slickly...but with a zero personality coming across from a total of 16 people on stage"" (""Melody Maker""). One of the Royal Albert Hall concerts was filmed as a reference for the filming of the Australian tour for what became """", though it is not exactly known how much of the concert was filmed.",880,ABBA,"['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']"
Cologne,Berlin,405,"In January 1977, ABBA embarked on their first major tour. The group's status had changed dramatically and they were clearly regarded as superstars. They opened their much anticipated tour in Oslo, Norway, on 28 January, and mounted a lavishly produced spectacle that included a few scenes from their self-written mini-operetta ""The Girl with the Golden Hair"". The concert attracted immense media attention from across Europe and Australia. They continued the tour through Western Europe, visiting Gothenburg, Copenhagen, Berlin, Cologne, Amsterdam, Antwerp, Essen, Hanover, and Hamburg and ending with shows in the United Kingdom in Manchester, Birmingham, Glasgow and two sold-out concerts at London's Royal Albert Hall. Tickets for these two shows were available only by mail application and it was later revealed that the box-office received 3.5 million requests for tickets, enough to fill the venue 580 times. Along with praise (""ABBA turn out to be amazingly successful at reproducing their records"", wrote ""Creem""), there were complaints that ""ABBA performed slickly...but with a zero personality coming across from a total of 16 people on stage"" (""Melody Maker""). One of the Royal Albert Hall concerts was filmed as a reference for the filming of the Australian tour for what became """", though it is not exactly known how much of the concert was filmed.",880,ABBA,"['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']"
Cologne,Birmingham,406,"In January 1977, ABBA embarked on their first major tour. The group's status had changed dramatically and they were clearly regarded as superstars. They opened their much anticipated tour in Oslo, Norway, on 28 January, and mounted a lavishly produced spectacle that included a few scenes from their self-written mini-operetta ""The Girl with the Golden Hair"". The concert attracted immense media attention from across Europe and Australia. They continued the tour through Western Europe, visiting Gothenburg, Copenhagen, Berlin, Cologne, Amsterdam, Antwerp, Essen, Hanover, and Hamburg and ending with shows in the United Kingdom in Manchester, Birmingham, Glasgow and two sold-out concerts at London's Royal Albert Hall. Tickets for these two shows were available only by mail application and it was later revealed that the box-office received 3.5 million requests for tickets, enough to fill the venue 580 times. Along with praise (""ABBA turn out to be amazingly successful at reproducing their records"", wrote ""Creem""), there were complaints that ""ABBA performed slickly...but with a zero personality coming across from a total of 16 people on stage"" (""Melody Maker""). One of the Royal Albert Hall concerts was filmed as a reference for the filming of the Australian tour for what became """", though it is not exactly known how much of the concert was filmed.",880,ABBA,"['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']"
Cologne,Manchester,407,"In January 1977, ABBA embarked on their first major tour. The group's status had changed dramatically and they were clearly regarded as superstars. They opened their much anticipated tour in Oslo, Norway, on 28 January, and mounted a lavishly produced spectacle that included a few scenes from their self-written mini-operetta ""The Girl with the Golden Hair"". The concert attracted immense media attention from across Europe and Australia. They continued the tour through Western Europe, visiting Gothenburg, Copenhagen, Berlin, Cologne, Amsterdam, Antwerp, Essen, Hanover, and Hamburg and ending with shows in the United Kingdom in Manchester, Birmingham, Glasgow and two sold-out concerts at London's Royal Albert Hall. Tickets for these two shows were available only by mail application and it was later revealed that the box-office received 3.5 million requests for tickets, enough to fill the venue 580 times. Along with praise (""ABBA turn out to be amazingly successful at reproducing their records"", wrote ""Creem""), there were complaints that ""ABBA performed slickly...but with a zero personality coming across from a total of 16 people on stage"" (""Melody Maker""). One of the Royal Albert Hall concerts was filmed as a reference for the filming of the Australian tour for what became """", though it is not exactly known how much of the concert was filmed.",880,ABBA,"['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']"
Cologne,Hamburg,408,"In January 1977, ABBA embarked on their first major tour. The group's status had changed dramatically and they were clearly regarded as superstars. They opened their much anticipated tour in Oslo, Norway, on 28 January, and mounted a lavishly produced spectacle that included a few scenes from their self-written mini-operetta ""The Girl with the Golden Hair"". The concert attracted immense media attention from across Europe and Australia. They continued the tour through Western Europe, visiting Gothenburg, Copenhagen, Berlin, Cologne, Amsterdam, Antwerp, Essen, Hanover, and Hamburg and ending with shows in the United Kingdom in Manchester, Birmingham, Glasgow and two sold-out concerts at London's Royal Albert Hall. Tickets for these two shows were available only by mail application and it was later revealed that the box-office received 3.5 million requests for tickets, enough to fill the venue 580 times. Along with praise (""ABBA turn out to be amazingly successful at reproducing their records"", wrote ""Creem""), there were complaints that ""ABBA performed slickly...but with a zero personality coming across from a total of 16 people on stage"" (""Melody Maker""). One of the Royal Albert Hall concerts was filmed as a reference for the filming of the Australian tour for what became """", though it is not exactly known how much of the concert was filmed.",880,ABBA,"['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']"
Cologne,Copenhagen,409,"In January 1977, ABBA embarked on their first major tour. The group's status had changed dramatically and they were clearly regarded as superstars. They opened their much anticipated tour in Oslo, Norway, on 28 January, and mounted a lavishly produced spectacle that included a few scenes from their self-written mini-operetta ""The Girl with the Golden Hair"". The concert attracted immense media attention from across Europe and Australia. They continued the tour through Western Europe, visiting Gothenburg, Copenhagen, Berlin, Cologne, Amsterdam, Antwerp, Essen, Hanover, and Hamburg and ending with shows in the United Kingdom in Manchester, Birmingham, Glasgow and two sold-out concerts at London's Royal Albert Hall. Tickets for these two shows were available only by mail application and it was later revealed that the box-office received 3.5 million requests for tickets, enough to fill the venue 580 times. Along with praise (""ABBA turn out to be amazingly successful at reproducing their records"", wrote ""Creem""), there were complaints that ""ABBA performed slickly...but with a zero personality coming across from a total of 16 people on stage"" (""Melody Maker""). One of the Royal Albert Hall concerts was filmed as a reference for the filming of the Australian tour for what became """", though it is not exactly known how much of the concert was filmed.",880,ABBA,"['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']"
Cologne,Glasgow,410,"In January 1977, ABBA embarked on their first major tour. The group's status had changed dramatically and they were clearly regarded as superstars. They opened their much anticipated tour in Oslo, Norway, on 28 January, and mounted a lavishly produced spectacle that included a few scenes from their self-written mini-operetta ""The Girl with the Golden Hair"". The concert attracted immense media attention from across Europe and Australia. They continued the tour through Western Europe, visiting Gothenburg, Copenhagen, Berlin, Cologne, Amsterdam, Antwerp, Essen, Hanover, and Hamburg and ending with shows in the United Kingdom in Manchester, Birmingham, Glasgow and two sold-out concerts at London's Royal Albert Hall. Tickets for these two shows were available only by mail application and it was later revealed that the box-office received 3.5 million requests for tickets, enough to fill the venue 580 times. Along with praise (""ABBA turn out to be amazingly successful at reproducing their records"", wrote ""Creem""), there were complaints that ""ABBA performed slickly...but with a zero personality coming across from a total of 16 people on stage"" (""Melody Maker""). One of the Royal Albert Hall concerts was filmed as a reference for the filming of the Australian tour for what became """", though it is not exactly known how much of the concert was filmed.",880,ABBA,"['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']"
Cologne,Amsterdam,411,"In January 1977, ABBA embarked on their first major tour. The group's status had changed dramatically and they were clearly regarded as superstars. They opened their much anticipated tour in Oslo, Norway, on 28 January, and mounted a lavishly produced spectacle that included a few scenes from their self-written mini-operetta ""The Girl with the Golden Hair"". The concert attracted immense media attention from across Europe and Australia. They continued the tour through Western Europe, visiting Gothenburg, Copenhagen, Berlin, Cologne, Amsterdam, Antwerp, Essen, Hanover, and Hamburg and ending with shows in the United Kingdom in Manchester, Birmingham, Glasgow and two sold-out concerts at London's Royal Albert Hall. Tickets for these two shows were available only by mail application and it was later revealed that the box-office received 3.5 million requests for tickets, enough to fill the venue 580 times. Along with praise (""ABBA turn out to be amazingly successful at reproducing their records"", wrote ""Creem""), there were complaints that ""ABBA performed slickly...but with a zero personality coming across from a total of 16 people on stage"" (""Melody Maker""). One of the Royal Albert Hall concerts was filmed as a reference for the filming of the Australian tour for what became """", though it is not exactly known how much of the concert was filmed.",880,ABBA,"['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']"
Cologne,Essen-Oberhausen,412,"In January 1977, ABBA embarked on their first major tour. The group's status had changed dramatically and they were clearly regarded as superstars. They opened their much anticipated tour in Oslo, Norway, on 28 January, and mounted a lavishly produced spectacle that included a few scenes from their self-written mini-operetta ""The Girl with the Golden Hair"". The concert attracted immense media attention from across Europe and Australia. They continued the tour through Western Europe, visiting Gothenburg, Copenhagen, Berlin, Cologne, Amsterdam, Antwerp, Essen, Hanover, and Hamburg and ending with shows in the United Kingdom in Manchester, Birmingham, Glasgow and two sold-out concerts at London's Royal Albert Hall. Tickets for these two shows were available only by mail application and it was later revealed that the box-office received 3.5 million requests for tickets, enough to fill the venue 580 times. Along with praise (""ABBA turn out to be amazingly successful at reproducing their records"", wrote ""Creem""), there were complaints that ""ABBA performed slickly...but with a zero personality coming across from a total of 16 people on stage"" (""Melody Maker""). One of the Royal Albert Hall concerts was filmed as a reference for the filming of the Australian tour for what became """", though it is not exactly known how much of the concert was filmed.",880,ABBA,"['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']"
Cologne,Antwerp,413,"In January 1977, ABBA embarked on their first major tour. The group's status had changed dramatically and they were clearly regarded as superstars. They opened their much anticipated tour in Oslo, Norway, on 28 January, and mounted a lavishly produced spectacle that included a few scenes from their self-written mini-operetta ""The Girl with the Golden Hair"". The concert attracted immense media attention from across Europe and Australia. They continued the tour through Western Europe, visiting Gothenburg, Copenhagen, Berlin, Cologne, Amsterdam, Antwerp, Essen, Hanover, and Hamburg and ending with shows in the United Kingdom in Manchester, Birmingham, Glasgow and two sold-out concerts at London's Royal Albert Hall. Tickets for these two shows were available only by mail application and it was later revealed that the box-office received 3.5 million requests for tickets, enough to fill the venue 580 times. Along with praise (""ABBA turn out to be amazingly successful at reproducing their records"", wrote ""Creem""), there were complaints that ""ABBA performed slickly...but with a zero personality coming across from a total of 16 people on stage"" (""Melody Maker""). One of the Royal Albert Hall concerts was filmed as a reference for the filming of the Australian tour for what became """", though it is not exactly known how much of the concert was filmed.",880,ABBA,"['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['tour', 'group', 'status', 'superstar', 'tour', 'spectacle', 'scene', 'self', 'mini', 'concert', 'medium', 'attention', 'tour', 'show', 'concert', 'ticket', 'show', 'mail', 'application', 'box', 'office', 'request', 'ticket', 'venue', 'time', 'praise', 'record', 'complaint', 'personality', 'total', 'people', 'stage', 'concert', 'reference', 'filming', 'tour', 'concert']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['embark', 'change', 'regard', 'open', 'anticipate', 'mount', 'produce', 'include', 'write', 'attract', 'continue', 'visit', 'end', 'sell', 'reveal', 'receive', 'fill', 'turn', 'reproduce', 'write', 'perform', 'come', 'film', 'know', 'film']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']","['major', 'operetta', 'immense', 'available', 'successful', 'australian']"
